accession,country,location,description,scientific_name,bio_material,culture_collection,specimen_voucher,institution_codeA,culture_id,institution_codeB,specimen_id,sample_accession,study_accession
MK432800,New Zealand,45.06 S 168.53 E,"Sepedonium chalcipori isolate JAC14133 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Sepedonium chalcipori,,ICMP:21437,PDD:106300,ICMP,21437,PDD,106300,,
MK432805,New Zealand,43.47 S 172.44 E,"Chaetomium trigonosporum isolate JAC14311 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Chaetomium trigonosporum,,ICMP:21607,PDD:106680,ICMP,21607,PDD,106680,,
MK432806,New Zealand,43.29 S 171.93 E,"Pseudocercospora aristoteliae isolate JAC14335 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Pseudocercospora aristoteliae,,ICMP:21608,PDD:106652,ICMP,21608,PDD,106652,,
MK432808,New Zealand,43.57 S 172.65 E,"Sphaerulina westendorpii isolate JAC14479 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Sphaerulina westendorpii,,ICMP:21641,PDD:107013,ICMP,21641,PDD,107013,,
MK478470,India,31.98 N 76.65 E,"Helotiales sp. SKS-2019a voucher AMH:10175 large subunit ribosomal RNA gene, partial sequence.",Srinivasanomyces kangrensis,,NFCCI:4505,AMH:10175,NFCCI,4505,AMH,10175,,
MK478471,India,,"Helotiales sp. SKS-2019a voucher AMH:10055 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Srinivasanomyces kangrensis,,NFCCI:4505,AMH:10055,NFCCI,4505,AMH,10055,,
MK776958,Thailand,,"Muscodor sp. SAMC008 voucher MFLU:18-0105 beta-tubulin (TUB) gene, partial cds.",Muscodor sp. SAMC008,,MFLUCC:17-2662,MFLU:18-0105,MFLUCC,17-2662,MFLU,18-0105,,
MK776960,Thailand,,"Muscodor sp. SAMC015 voucher MFLU:18-0784 beta-tubulin (TUB) gene, partial cds.",Muscodor sp. SAMC015,,MFLUCC:17-2669,MFLU:18-0784,MFLUCC,17-2669,MFLU,18-0784,,
MK801236,China:Guizhou,,"Rosellinia sp. voucher MFLU:19-0773 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Rosellinia sp.,,MFLUCC:T19-0182,MFLU:19-0773,MFLUCC,T19-0182,MFLU,19-0773,,
MK802339,China:Guizhou,,"Rosellinia sp. voucher MFLU:19-0773 large subunit ribosomal RNA gene, partial sequence.",Rosellinia sp.,,MFLUCC:T19-0182,MFLU:19-0773,MFLUCC,T19-0182,MFLU,19-0773,,
MK903601,Chile:Alto BioBio,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2616 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum roseum,,CBS:144798,INIA<CHL>:RGM 2616,CBS,144798,INIA<CHL>,RGM 2616,,
MK903602,Chile:Quillon,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2653 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum roseum,,CBS:145292,INIA<CHL>:RGM 2653,CBS,145292,INIA<CHL>,RGM 2653,,
MK903603,Chile:Concepcion,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2685 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum roseum,,CBS:145754,INIA<CHL>:RGM 2685,CBS,145754,INIA<CHL>,RGM 2685,,
MK903604,Chile:Concepcion,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2685 actin (ACT) gene, partial cds.",Colletotrichum roseum,,CBS:145754,INIA<CHL>:RGM 2685,CBS,145754,INIA<CHL>,RGM 2685,,
MK903605,Chile:Alto BioBio,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2616 beta-tubulin (TUB2) gene, partial cds.",Colletotrichum roseum,,CBS:144798,INIA<CHL>:RGM 2616,CBS,144798,INIA<CHL>,RGM 2616,,
MK903606,Chile:Quillon,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2653 beta-tubulin (TUB2) gene, partial cds.",Colletotrichum roseum,,CBS:145292,INIA<CHL>:RGM 2653,CBS,145292,INIA<CHL>,RGM 2653,,
MK903607,Chile:Concepcion,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2685 beta-tubulin (TUB2) gene, partial cds.",Colletotrichum roseum,,CBS:145754,INIA<CHL>:RGM 2685,CBS,145754,INIA<CHL>,RGM 2685,,
MK903608,Chile:Concepcion,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2685 large subunit ribosomal RNA gene, partial sequence.",Colletotrichum roseum,,CBS:145754,INIA<CHL>:RGM 2685,CBS,145754,INIA<CHL>,RGM 2685,,
MK903609,Chile:Alto BioBio,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2616 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Colletotrichum roseum,,CBS:144798,INIA<CHL>:RGM 2616,CBS,144798,INIA<CHL>,RGM 2616,,
MK903610,Chile:Quillon,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2653 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Colletotrichum roseum,,CBS:145292,INIA<CHL>:RGM 2653,CBS,145292,INIA<CHL>,RGM 2653,,
MK903611,Chile:Concepcion,,"Colletotrichum roseum voucher INIA<CHL>:RGM 2685 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Colletotrichum roseum,,CBS:145754,INIA<CHL>:RGM 2685,CBS,145754,INIA<CHL>,RGM 2685,,
MK986482,China,,"Tremateia murispora strain GZCC 18-2787 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Tremateia murispora,,MFLUCC:19-0255,HKAS104642,MFLUCC,19-0255,,HKAS104642,,
MN023029,Uzbekistan,,"UNVERIFIED: Sporormurispora sp. DP-2019 RNA polymerase II second largest subunit-like (RPB2) gene, partial sequence.",Sporormurispora sp. DP-2019,,MFLUCC:17-1957,TASM:6149,MFLUCC,17-1957,TASM,6149,,
MN061349,India,,"Clinoconidium sp. PNS-2019a small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Clinoconidium sp. PNS-2019a,,NFCCI:4483,AMH:10165,NFCCI,4483,AMH,10165,,
MN061350,China,,"Conioscypha sp. JY-2019b internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Conioscypha verrucosa,,MFLUCC:18-0419,MFLU:18-1503,MFLUCC,18-0419,MFLU,18-1503,,
MN061351,Thailand,,"Canalisporium sp. JY-2019a small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.",Canalisporium aquaticium,,MFLUCC:16-0862,MFLU:18-1504,MFLUCC,16-0862,MFLU,18-1504,,
MN061352,China,,"Conioscypha sp. JY-2019b small subunit ribosomal RNA gene, partial sequence.",Conioscypha verrucosa,,MFLUCC:18-0419,MFLU:18-1503,MFLUCC,18-0419,MFLU,18-1503,,
MN061353,Thailand,,"Canalisporium sp. JY-2019a small subunit ribosomal RNA gene, partial sequence.",Canalisporium aquaticium,,MFLUCC:16-0862,MFLU:18-1504,MFLUCC,16-0862,MFLU,18-1504,,
MN061364,China,,"Conioscypha sp. JY-2019b large subunit ribosomal RNA gene, partial sequence.",Conioscypha verrucosa,,MFLUCC:18-0419,MFLU:18-1503,MFLUCC,18-0419,MFLU,18-1503,,
MN061365,Thailand,,"Canalisporium sp. JY-2019a large subunit ribosomal RNA gene, partial sequence.",Canalisporium aquaticium,,MFLUCC:16-0862,MFLU:18-1504,MFLUCC,16-0862,MFLU,18-1504,,
MN061668,China,,"Conioscypha sp. JY-2019b voucher MFLU:18-1503 RNA polymerase II subunit 2 (RPB2) gene, partial cds.",Conioscypha verrucosa,,MFLUCC:18-0419,MFLU:18-1503,MFLUCC,18-0419,MFLU,18-1503,,
MN114116,"Canada:New Brunswick, Charlotte County, Campobello Island, Roosevelt Campobello International Park, Fox Farm Trail",44.85 N 66.97 W,"Sorocybe oblongispora isolate NB-829 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Sorocybe oblongispora,,DAOMC:251618,DAOM:867433,DAOMC,251618,DAOM,867433,,
MN114118,"Canada:New Brunswick, Charlotte County, Campobello Island, Roosevelt Campobello International Park, Fox Farm Trail",44.85 N 66.97 W,"Sorocybe oblongispora isolate NB-829 large subunit ribosomal RNA gene, partial sequence.",Sorocybe oblongispora,,DAOMC:251618,DAOM:867433,DAOMC,251618,DAOM,867433,,
MN121705,India:Kangra,31.98 N 76.65 E,"Helotiales sp. SKS-2019a voucher AMH:10175 small subunit ribosomal RNA gene, partial sequence.",Srinivasanomyces kangrensis,,NFCCI:4505,AMH:10175,NFCCI,4505,AMH,10175,,
MN124520,China,,"Sporidesmiella hyalosperma voucher S-1400 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Sporidesmiella hyalosperma,,MFLUCC:18-1312,S-1400,MFLUCC,18-1312,,S-1400,,
MN124522,China,,"Sporidesmiella hyalosperma voucher HKAS:92987 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Sporidesmiella hyalosperma,,KUMCC:15-0431,HKAS:92987,KUMCC,15-0431,HKAS,92987,,
MN124529,China,,"Neospadicoides aquatica voucher MFLU:18-1605 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Neospadicoides aquatica,,MFLUCC:17-2217,MFLU:18-1605,MFLUCC,17-2217,MFLU,18-1605,,
MN124532,China,,"Neospadicoides lignicola voucher MFLU:18-1606 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Neospadicoides lignicola,,MFLUCC:17-2444,MFLU:18-1606,MFLUCC,17-2444,MFLU,18-1606,,
MN124536,China,,"Wongia sp. ZLL-2019a voucher MFLU:18-1596 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Wongia aquatica,,MFLUCC:18-1607,MFLU:18-1596,MFLUCC,18-1607,MFLU,18-1596,,
MN124538,China,,"Distoseptispora aquatica voucher S-382 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Distoseptispora aquatica,,MFLUCC:16-1254,S-382,MFLUCC,16-1254,,S-382,,
MN124539,China,,"Annulusmagnus triseptatus voucher S-606 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Annulusmagnus triseptatus,,MFLUCC:18-1335,S-606,MFLUCC,18-1335,,S-606,,
MN156509,China,,"Ceratosphaeria aquatica voucher MFLU:18-2323 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Ceratosphaeria aquatica,,MFLUCC:18-1337,MFLU:18-2323,MFLUCC,18-1337,MFLU,18-2323,,
MN156510,China,,"Aquafiliformis lignicola voucher MFLU:18-2324 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Aquafiliformis lignicola,,MFLUCC:18-1338,MFLU:18-2324,MFLUCC,18-1338,MFLU,18-2324,,
MN156511,China,,"Aquafiliformis lignicola voucher MFLU:18-2325 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Aquafiliformis lignicola,,MFLUCC:16-1341,MFLU:18-2325,MFLUCC,16-1341,MFLU,18-2325,,
MN156512,China,,"Sporoschisma hemipsilum voucher S-822 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Sporoschisma hemipsilum,,MFLUCC:17-1712,S-822,MFLUCC,17-1712,,S-822,,
MN156515,China,,"Chloridium gonytrichii voucher S-360 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Chloridium gonytrichii,,MFLUCC:16-1111,S-360,MFLUCC,16-1111,,S-360,,
MN156516,China,,"Chloridium gonytrichii voucher HKAS:93053 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Chloridium gonytrichii,,MFLUCC:16-1095,HKAS:93053,MFLUCC,16-1095,HKAS,93053,,
MN156517,China,,"Codinaea yunnanensis voucher MFLU:18-1611 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Codinaea yunnanensis,,MFLUCC:17-0468,MFLU:18-1611,MFLUCC,17-0468,MFLU,18-1611,,
MN156518,China,,"Tainosphaeria lunata voucher MFLU:18-1610 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Tainosphaeria lunata,,MFLUCC:18-0642,MFLU:18-1610,MFLUCC,18-0642,MFLU,18-1610,,
MN156519,China,,"Dictyochaeta cangshanensis voucher MFLU:18-1614 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Dictyochaeta cangshanensis,,MFLUCC:17-2214,MFLU:18-1614,MFLUCC,17-2214,MFLU,18-1614,,
MN156520,China,,"Sporidesmium brachypus voucher MFLU:18-1615 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Sporidesmium brachypus,,MFLUCC:18-1573,MFLU:18-1615,MFLUCC,18-1573,MFLU,18-1615,,
MN156521,China,,"Chaetosphaeria myriocarpa voucher HKAS:92985 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Chaetosphaeria myriocarpa,,MFLUCC:16-0977,HKAS:92985,MFLUCC,16-0977,HKAS,92985,,
MN156522,China,,"Chaetosphaeria guttulata voucher MFLU:18-1617 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Chaetosphaeria guttulata,,MFLUCC:17-1703,MFLU:18-1617,MFLUCC,17-1703,MFLU,18-1617,,
MN156524,China,,"Chaetosphaeria aquatica voucher MFLU:18-1618 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Chaetosphaeria aquatica,,MFLUCC:18-1341,MFLU:18-1618,MFLUCC,18-1341,MFLU,18-1618,,
MN156525,China,,"Cercophora caudata voucher HKAS:92795 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Cercophora caudata,,MFLUCC:16-1271,HKAS:92795,MFLUCC,16-1271,HKAS,92795,,
MN156526,China,,"Cercophora caudata voucher S-799 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Cercophora caudata,,MFLUCC:17-0475,S-799,MFLUCC,17-0475,,S-799,,
MN156527,China,,"Cordana lignicola voucher MFLU:18-1624 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Cordana lignicola,,MFLUCC:17-1332,MFLU:18-1624,MFLUCC,17-1332,MFLU,18-1624,,
MN156528,China,,"Cordana lignicola voucher MFLU:18-1626 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Cordana lignicola,,MFLUCC:17-1323,MFLU:18-1626,MFLUCC,17-1323,MFLU,18-1626,,
MN156529,China,,"Cordana aquatica voucher MFLU:18-1625 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Cordana aquatica,,MFLUCC:16-0954,MFLU:18-1625,MFLUCC,16-0954,MFLU,18-1625,,
MN156530,China,,"Cordana terrestris voucher MFLU:18-1623 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Cordana terrestris,,MFLUCC:16-0938,MFLU:18-1623,MFLUCC,16-0938,MFLU,18-1623,,
MN156531,China,,"Seiridium aquaticum voucher MFLU:18-1627 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Seiridium aquaticum,,MFLUCC:17-0474,MFLU:18-1627,MFLUCC,17-0474,MFLU,18-1627,,
MN156532,China,,"Seiridium aquaticum voucher S-837 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Seiridium aquaticum,,MFLUCC:17-1314,S-837,MFLUCC,17-1314,,S-837,,
MN156534,China,,"Hypoxylon lignicola voucher MFLU:18-1629 RNA polymerase II subunit 2 (rpb2) gene, partial cds.",Hypoxylon lignicola,,MFLUCC:16-0926,MFLU:18-1629,MFLUCC,16-0926,MFLU,18-1629,,
MN226839,India:Himachal Pradesh,31.9 N 76.65 E,"Diaporthales sp. SKS-2019a internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Diaporthales sp. SKS-2019a,,NFCCI:4709,AMH:10194,NFCCI,4709,AMH,10194,,
MN226840,India:Himachal Pradesh,31.98 N 76.65 E,"Diaporthales sp. SKS-2019a large subunit ribosomal RNA gene, partial sequence.",Diaporthales sp. SKS-2019a,,NFCCI:4709,AMH 10194,NFCCI,4709,,AMH 10194,,
MN243144,Gabon:CTFS-ForestGEO Rabi Plot,,"Phylloporia sp. CAD-2019a culture MUCL:56283 large subunit ribosomal RNA gene, partial sequence.",Phylloporia sp. CAD-2019a,,MUCL:56283,NY:03684213,MUCL,56283,NY,3684213,,
MN274564,China,,"Flabellascoma sp. DB-2019a culture KUMCC:15-0258 large subunit ribosomal RNA gene, partial sequence.",Flabellascoma aquaticum,,KUMCC:15-0258,MFLU 19-0992,KUMCC,15-0258,,MFLU 19-0992,,
MN274566,China,,"Sigarispora sp. DB-2019 culture MFLUCC:18-1316 large subunit ribosomal RNA gene, partial sequence.",Sigarispora clavata,,MFLUCC:18-1316,MFLU 19-0994,MFLUCC,18-1316,,MFLU 19-0994,,
MN274567,China,,"Flabellascoma sp. DB-2019b culture MFLUCC:18-1584 large subunit ribosomal RNA gene, partial sequence.",Flabellascoma fusiforme,,MFLUCC:18-1584,MFLU 19-0993,MFLUCC,18-1584,,MFLU 19-0993,,
MN304827,China,,"Flabellascoma sp. DB-2019a culture KUMCC:15-0258 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Flabellascoma aquaticum,,KUMCC:15-0258,MFLU 19-0992,KUMCC,15-0258,,MFLU 19-0992,,
MN304830,China,,"Flabellascoma sp. DB-2019b culture MFLUCC:18-1584 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Flabellascoma fusiforme,,MFLUCC:18-1584,MFLU 19-0993,MFLUCC,18-1584,,MFLU 19-0993,,
MN304832,China,,"Flabellascoma sp. DB-2019a culture KUMCC:15-0258 small subunit ribosomal RNA gene, partial sequence.",Flabellascoma aquaticum,,KUMCC:15-0258,MFLU 19-0992,KUMCC,15-0258,,MFLU 19-0992,,
MN304835,China,,"Sigarispora sp. DB-2019 culture MFLUCC:18-1316 small subunit ribosomal RNA gene, partial sequence.",Sigarispora clavata,,MFLUCC:18-1316,MFLU 19-0994,MFLUCC,18-1316,,MFLU 19-0994,,
MN325075,China,,"Murispora aquatica voucher MFLU 19-0990 large subunit ribosomal RNA gene, partial sequence.",Murispora aquatica,,MFLUCC:17-2221,MFLU 19-0990,MFLUCC,17-2221,,MFLU 19-0990,,
MN325076,China,,"Murispora fagicola voucher MFLU 19-0991 large subunit ribosomal RNA gene, partial sequence.",Murispora fagicola,,MFLUCC:19-0256,MFLU 19-0991,MFLUCC,19-0256,,MFLU 19-0991,,
MN325077,China,,"Murispora aquatica voucher MFLU 19-0990 small subunit ribosomal RNA gene, partial sequence.",Murispora aquatica,,MFLUCC:17-2221,MFLU 19-0990,MFLUCC,17-2221,,MFLU 19-0990,,
MN325085,China,,"Murispora aquatica voucher MFLU 19-0990 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Murispora aquatica,,MFLUCC:17-2221,MFLU 19-0990,MFLUCC,17-2221,,MFLU 19-0990,,
MN325086,China,,"Murispora fagicola voucher MFLU 19-0991 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Murispora fagicola,,MFLUCC:19-0256,MFLU 19-0991,MFLUCC,19-0256,,MFLU 19-0991,,
MN328898,China,,"Flabellascoma aquaticum strain KUMCC 15-0258 translation elongation factor 1-alpha (tef1) gene, partial cds.",Flabellascoma aquaticum,,KUMCC:15-0258,MFLU 19-0992,KUMCC,15-0258,,MFLU 19-0992,,
MN328901,China,,"Sigarispora clavata strain MFLUCC 18-1316 translation elongation factor 1-alpha (tef1) gene, partial cds.",Sigarispora clavata,,MFLUCC:18-1316,MFLU 19-0994,MFLUCC,18-1316,,MFLU 19-0994,,
MN328902,China,,"Flabellascoma fusiforme strain MFLUCC 18-1584 translation elongation factor 1-alpha (tef1) gene, partial cds.",Flabellascoma fusiforme,,MFLUCC:18-1584,MFLU 19-0993,MFLUCC,18-1584,,MFLU 19-0993,,
MN337969,China,,"Murispora aquatica voucher MFLU:19-0990 translation elongation factor 1-alpha (tef1) gene, partial cds.",Murispora aquatica,,MFLUCC:17-2221,MFLU:19-0990,MFLUCC,17-2221,MFLU,19-0990,,
MN398297,India,,"Cyathus sp. PNS-2019a voucher AMH:10196 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Cyathus sp. PNS-2019a,,NFCCI:4697,AMH:10196,NFCCI,4697,AMH,10196,,
MN398298,India,,"Cyathus sp. PNS-2019a voucher AMH:10196 large subunit ribosomal RNA gene, partial sequence.",Cyathus sp. PNS-2019a,,NFCCI:4697,AMH:10196,NFCCI,4697,AMH,10196,,
MN509709,Chile:Curacautin,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2472 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 1 MZ-2019,,CBS:145283,INIA<CHL>:RGM 2472,CBS,145283,INIA<CHL>,RGM 2472,,
MN509710,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2405 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 1 MZ-2019,,CBS:145284,INIA<CHL>:RGM 2405,CBS,145284,INIA<CHL>,RGM 2405,,
MN509711,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2546 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 1 MZ-2019,,CBS:145285,INIA<CHL>:RGM 2546,CBS,145285,INIA<CHL>,RGM 2546,,
MN509712,Chile:Melipeuco,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2649 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 1 MZ-2019,,CBS:145286,INIA<CHL>:RGM 2649,CBS,145286,INIA<CHL>,RGM 2649,,
MN509713,Chile:Freire,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2539 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 2 MZ-2019,,CBS:145289,INIA<CHL>:RGM 2539,CBS,145289,INIA<CHL>,RGM 2539,,
MN509714,Chile:Tortel,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2407 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 2 MZ-2019,,CBS:145287,INIA<CHL>:RGM 2407,CBS,145287,INIA<CHL>,RGM 2407,,
MN509715,Chile:Vilcun,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2563 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 2 MZ-2019,,CBS:145290,INIA<CHL>:RGM 2563,CBS,145290,INIA<CHL>,RGM 2563,,
MN509716,Chile:Tucapel,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2621 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 2 MZ-2019,,CBS:145288,INIA<CHL>:RGM 2621,CBS,145288,INIA<CHL>,RGM 2621,,
MN509717,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2473 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 3 MZ-2019,,CBS:145291,INIA<CHL>:RGM 2473,CBS,145291,INIA<CHL>,RGM 2473,,
MN509718,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2666 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 3 MZ-2019,,CBS:145755,INIA<CHL>:RGM 2666,CBS,145755,INIA<CHL>,RGM 2666,,
MN509719,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2691 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Diaporthe sp. 3 MZ-2019,,CBS:145756,INIA<CHL>:RGM 2691,CBS,145756,INIA<CHL>,RGM 2691,,
MN509720,Chile:Curacautin,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2472 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145283,INIA<CHL>:RGM 2472,CBS,145283,INIA<CHL>,RGM 2472,,
MN509721,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2405 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145284,INIA<CHL>:RGM 2405,CBS,145284,INIA<CHL>,RGM 2405,,
MN509722,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2546 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145285,INIA<CHL>:RGM 2546,CBS,145285,INIA<CHL>,RGM 2546,,
